UF,População,epiweek,corredor baixo,corredor mediano,corredor alto,Unidade da Federação,Tipo
12,829619,13,0.3053538389477501,0.3778017481194822,0.4674385669228815,Acre,Estado
12,829619,14,0.31904711352058884,0.4720005941711433,0.6982810734112331,Acre,Estado
12,829619,15,0.287990623246995,0.42125068198798926,0.6161733152094829,Acre,Estado
12,829619,16,0.1414154212443199,0.36442112094077295,0.939096685631544,Acre,Estado
12,829619,17,0.15046384707436064,0.3969968110313099,1.0474706783958472,Acre,Estado
12,829619,18,0.1329480846894211,0.2934534872519647,0.6477336577018872,Acre,Estado
12,829619,19,0.11566227154445421,0.5815981325559758,2.9245179372306485,Acre,Estado
12,829619,20,0.20847004804733424,0.5024452340627392,1.2109711471599043,Acre,Estado
12,829619,21,0.20132092455586895,0.3586623026405666,0.6389730606454406,Acre,Estado
12,829619,22,0.10247820710679605,0.2612750999067906,0.6661384869874083,Acre,Estado
12,829619,23,0.1400750694374162,0.36421384665625206,0.9470045357029859,Acre,Estado
12,829619,24,0.18650464559579777,0.38251737627572546,0.7845356488866021,Acre,Estado
12,829619,25,0.24851656139306416,0.5103845434133144,1.048189226082248,Acre,Estado
12,829619,26,0.17385154404540734,0.4084212895482163,0.9594850058545372,Acre,Estado
12,829619,27,0.11629602603859057,0.34647831935615514,1.032255614168884,Acre,Estado
12,829619,28,0.23748967468255863,0.46048417678780845,0.8928627206861823,Acre,Estado
12,829619,29,0.11543333393560869,0.2756931915745368,0.658447029893051,Acre,Estado
12,829619,30,0.10174558218831302,0.22027727748798961,0.4768961750861577,Acre,Estado
12,829619,31,0.2323381429693462,0.37243516494175377,0.5970089556215998,Acre,Estado
12,829619,32,0.22348762241415454,0.42226930224161213,0.7978578933789071,Acre,Estado
