Código,Sigla,UF,Região,Região oficial,Ano,Sexo,Total,0-4 anos,5-9 anos,10-19 anos,20-29 anos,30-39 anos,40-49 anos,50-59 anos,60+ anos
NE,,Região Nordeste,,,2028,Total,60004158,3733325,3971123,8671637,9261266,9018673,9370922,6921596,9055616
NE,,Região Nordeste,,,2029,F,30993330,1798784,1911581,4177049,4621470,4615645,4865858,3730598,5272345
NE,,Região Nordeste,,,2029,M,29175748,1887312,2005909,4347682,4567201,4362907,4540398,3389380,4074959
NE,,Região Nordeste,,,2029,Total,60169078,3686096,3917490,8524731,9188671,8978552,9406256,7119978,9347304
NE,,Região Nordeste,,,2030,F,31092334,1776465,1885954,4107460,4569255,4604850,4866944,3844147,5437259
NE,,Região Nordeste,,,2030,M,29227450,1863984,1979195,4276810,4524631,4352877,4528896,3499052,4202005
NE,,Região Nordeste,,,2030,Total,60319784,3640449,3865149,8384270,9093886,8957727,9395840,7343199,9639264
RegC,,Regional Centro,,,2000,F,10818610,1172144,1166280,2398441,1977745,1556012,1105866,690885,751237
RegC,,Regional Centro,,,2000,M,10911113,1217181,1203822,2469201,1990365,1541070,1092492,681071,715911
RegC,,Regional Centro,,,2000,Total,21729723,2389325,2370102,4867642,3968110,3097082,2198358,1371956,1467148
RegC,,Regional Centro,,,2001,F,11021884,1183099,1164214,2399910,2036967,1592351,1149393,719333,776617
RegC,,Regional Centro,,,2001,M,11097934,1229528,1201757,2468441,2052151,1574182,1132373,706828,732674
RegC,,Regional Centro,,,2001,Total,22119818,2412627,2365971,4868351,4089118,3166533,2281766,1426161,1509291
RegC,,Regional Centro,,,2002,F,11224335,1192599,1163474,2394104,2099669,1626737,1193797,750540,803415
RegC,,Regional Centro,,,2002,M,11283919,1240272,1201492,2460280,2117613,1605457,1173042,735290,750473
RegC,,Regional Centro,,,2002,Total,22508254,2432871,2364966,4854384,4217282,3232194,2366839,1485830,1553888
RegC,,Regional Centro,,,2003,F,11425623,1199917,1164352,2383560,2162434,1660798,1238618,784136,831808
RegC,,Regional Centro,,,2003,M,11468632,1248559,1203377,2447540,2183063,1636629,1214026,765889,769549
RegC,,Regional Centro,,,2003,Total,22894255,2448476,2367729,4831100,4345497,3297427,2452644,1550025,1601357
RegC,,Regional Centro,,,2004,F,11625333,1204235,1167038,2372014,2220161,1697015,1283207,819481,862182
RegC,,Regional Centro,,,2004,M,11651563,1253499,1207569,2434354,2243021,1670307,1254654,797716,790443
RegC,,Regional Centro,,,2004,Total,23276896,2457734,2374607,4806368,4463182,3367322,2537861,1617197,1652625
RegC,,Regional Centro,,,2005,F,11823000,1205236,1171121,2362153,2269459,1736990,1327113,856148,894780
RegC,,Regional Centro,,,2005,M,11832208,1255121,1213203,2423700,2293845,1708160,1294471,830216,813492
RegC,,Regional Centro,,,2005,Total,23655208,2460357,2384324,4785853,4563304,3445150,2621584,1686364,1708272
RegC,,Regional Centro,,,2006,F,12018260,1196887,1182016,2354183,2310922,1780054,1370450,894075,929673
RegC,,Regional Centro,,,2006,M,12010177,1247374,1225577,2415580,2336135,1749586,1333671,863420,838834
RegC,,Regional Centro,,,2006,Total,24028437,2444261,2407593,4769763,4647057,3529640,2704121,1757495,1768507
RegC,,Regional Centro,,,2007,F,12210784,1186839,1191480,2348720,2344732,1825600,1413418,933077,966918
RegC,,Regional Centro,,,2007,M,12185099,1237809,1236405,2410450,2370106,1793980,1372508,897201,866640
RegC,,Regional Centro,,,2007,Total,24395883,2424648,2427885,4759170,4714838,3619580,2785926,1830278,1833558
RegC,,Regional Centro,,,2008,F,12400307,1175156,1198773,2346092,2370682,1874191,1455570,973113,1006730
RegC,,Regional Centro,,,2008,M,12356702,1226480,1244831,2408807,2395421,1841936,1410497,931753,896977
RegC,,Regional Centro,,,2008,Total,24757009,2401636,2443604,4754899,4766103,3716127,2866067,1904866,1903707
RegC,,Regional Centro,,,2009,F,12586612,1162085,1203082,2346010,2389063,1926535,1496226,1014215,1049396
RegC,,Regional Centro,,,2009,M,12524817,1213651,1249972,2410468,2412186,1894227,1446943,967452,929918
RegC,,Regional Centro,,,2009,Total,25111429,2375736,2453054,4756478,4801249,3820762,2943169,1981667,1979314
RegC,,Regional Centro,,,2010,F,12769546,1147972,1204089,2347872,2400373,1982678,1535139,1056335,1095088
RegC,,Regional Centro,,,2010,M,12689325,1199667,1251856,2414498,2420884,1950857,1481614,1004471,965478
RegC,,Regional Centro,,,2010,Total,25458871,2347639,2455945,4762370,4821257,3933535,3016753,2060806,2060566
RegC,,Regional Centro,,,2011,F,12948528,1133098,1195759,2357379,2404575,2042148,1572317,1099387,1143865
RegC,,Regional Centro,,,2011,M,12849482,1184765,1244435,2426441,2422201,2010967,1514647,1042501,1003525
RegC,,Regional Centro,,,2011,Total,25798010,2317863,2440194,4783820,4826776,4053115,3086964,2141888,2147390
RegC,,Regional Centro,,,2012,F,13123137,1117720,1185742,2366469,2401544,2104985,1607492,1143366,1195819
RegC,,Regional Centro,,,2012,M,13004823,1169179,1235211,2438210,2416591,2074393,1545920,1081357,1043962
RegC,,Regional Centro,,,2012,Total,26127960,2286899,2420953,4804679,4818135,4179378,3153412,2224723,2239781
RegC,,Regional Centro,,,2013,F,13293500,1102119,1174108,2374708,2393823,2167829,1642280,1187838,1250795
RegC,,Regional Centro,,,2013,M,13155560,1153239,1224200,2449309,2406795,2137679,1577111,1120604,1086623
RegC,,Regional Centro,,,2013,Total,26449060,2255358,2398308,4824017,4800618,4305508,3219391,2308442,2337418
RegC,,Regional Centro,,,2014,F,13459605,1086546,1161078,2381489,2385031,2225635,1679081,1232145,1308600
RegC,,Regional Centro,,,2014,M,13301723,1137230,1211614,2459037,2396763,2195554,1610683,1159576,1131266
RegC,,Regional Centro,,,2014,Total,26761328,2223776,2372692,4840526,4781794,4421189,3289764,2391721,2439866
RegC,,Regional Centro,,,2015,F,13621495,1071233,1146975,2386125,2377713,2275048,1719471,1275847,1369083
RegC,,Regional Centro,,,2015,M,13443366,1121448,1197722,2466607,2389246,2244583,1648220,1197820,1177720
RegC,,Regional Centro,,,2015,Total,27064861,2192681,2344697,4852732,4766959,4519631,3367691,2473667,2546803
RegC,,Regional Centro,,,2016,F,13779031,1056295,1132113,2388080,2371901,2316610,1762754,1319030,1432248
RegC,,Regional Centro,,,2016,M,13580306,1106030,1182864,2471310,2384060,2285358,1689098,1235482,1226104
RegC,,Regional Centro,,,2016,Total,27359337,2162325,2314977,4859390,4755961,4601968,3451852,2554512,2658352
RegC,,Regional Centro,,,2017,F,13932217,1041844,1116774,2386814,2368136,2350473,1808359,1361807,1498010
RegC,,Regional Centro,,,2017,M,13712598,1091092,1167343,2472454,2381571,2318176,1732762,1272797,1276403
RegC,,Regional Centro,,,2017,Total,27644815,2132936,2284117,4859268,4749707,4668649,3541121,2634604,2774413
RegC,,Regional Centro,,,2018,F,14081266,1028000,1101210,2381728,2366692,2376513,1856878,1403727,1566518
RegC,,Regional Centro,,,2018,M,13840521,1076761,1151459,2469308,2382109,2342877,1779817,1309338,1328852
RegC,,Regional Centro,,,2018,Total,27921787,2104761,2252669,4851036,4748801,4719390,3636695,2713065,2895370
RegC,,Regional Centro,,,2019,F,14226234,1014797,1085666,2372328,2367202,2395040,1909011,1444127,1638063
RegC,,Regional Centro,,,2019,M,13964160,1063075,1135497,2461300,2385327,2359663,1831000,1344460,1383838
RegC,,Regional Centro,,,2019,Total,28190394,2077872,2221163,4833628,4752529,4754703,3740011,2788587,3021901
RegC,,Regional Centro,,,2020,F,14367130,1002205,1070375,2358663,2369017,2406538,1964829,1482740,1712763
RegC,,Regional Centro,,,2020,M,14083573,1050005,1119757,2448823,2390193,2369005,1886312,1377968,1441510
RegC,,Regional Centro,,,2020,Total,28450703,2052210,2190132,4807486,4759210,4775543,3851141,2860708,3154273
RegC,,Regional Centro,,,2021,F,14504215,990247,1055507,2335039,2378047,2411100,2023965,1519662,1790648
RegC,,Regional Centro,,,2021,M,14199033,1037581,1104401,2426247,2402347,2371584,1945070,1410060,1501743
RegC,,Regional Centro,,,2021,Total,28703248,2027828,2159908,4761286,4780394,4782684,3969035,2929722,3292391
RegC,,Regional Centro,,,2022,F,14637497,978885,1041172,2309351,2386360,2408685,2086422,1554730,1871892
RegC,,Regional Centro,,,2022,M,14310556,1025767,1089565,2401265,2413943,2367731,2007116,1440650,1564519
RegC,,Regional Centro,,,2022,Total,28948053,2004652,2130737,4710616,4800303,4776416,4093538,2995380,3436411
RegC,,Regional Centro,,,2023,F,14766692,967951,1027450,2281884,2393547,2401654,2148821,1589453,1955932
RegC,,Regional Centro,,,2023,M,14417840,1014390,1075345,2374196,2424516,2359885,2069016,1471247,1629245
RegC,,Regional Centro,,,2023,Total,29184532,1982341,2102795,4656080,4818063,4761539,4217837,3060700,3585177
RegC,,Regional Centro,,,2024,F,14891729,957332,1014365,2253114,2399109,2393549,2206202,1626137,2041921
RegC,,Regional Centro,,,2024,M,14520863,1003335,1061773,2345554,2433461,2351814,2125721,1504111,1695094
RegC,,Regional Centro,,,2024,Total,29412592,1960667,2076138,4598668,4832570,4745363,4331923,3130248,3737015
RegC,,Regional Centro,,,2025,F,15012602,946951,1001889,2223586,2402474,2386848,2255273,1666290,2129291
RegC,,Regional Centro,,,2025,M,14619630,992527,1048816,2315902,2440140,2346121,2173923,1540710,1761491
RegC,,Regional Centro,,,2025,Total,29632232,1939478,2050705,4539488,4842614,4732969,4429196,3207000,3890782
RegC,,Regional Centro,,,2026,F,15129480,936787,990039,2193794,2403207,2381649,2296620,1709267,2218117
RegC,,Regional Centro,,,2026,M,14714393,981937,1036497,2285768,2444000,2342718,2214298,1580515,1828660
RegC,,Regional Centro,,,2026,Total,29843873,1918724,2026536,4479562,4847207,4724367,4510918,3289782,4046777
RegC,,Regional Centro,,,2027,F,15242332,926837,978772,2164121,2400816,2378459,2330412,1754524,2308391
RegC,,Regional Centro,,,2027,M,14805210,971559,1024782,2255578,2444416,2341890,2247134,1623026,1896825
RegC,,Regional Centro,,,2027,Total,30047542,1898396,2003554,4419699,4845232,4720349,4577546,3377550,4205216
RegC,,Regional Centro,,,2028,F,15350965,917115,967931,2134898,2394713,2377433,2356476,1802584,2399815
RegC,,Regional Centro,,,2028,M,14891778,961418,1013509,2225692,2440694,2343787,2272181,1668733,1965764
RegC,,Regional Centro,,,2028,Total,30242743,1878533,1981440,4360590,4835407,4721220,4628657,3471317,4365579
RegC,,Regional Centro,,,2029,F,15455334,907646,957403,2106368,2384445,2378177,2375185,1854082,2492028
RegC,,Regional Centro,,,2029,M,14974081,951532,1002556,2196413,2432333,2348042,2289673,1718297,2035235
RegC,,Regional Centro,,,2029,Total,30429415,1859178,1959959,4302781,4816778,4726219,4664858,3572379,4527263
RegC,,Regional Centro,,,2030,F,15555448,898428,947124,2078727,2370045,2380094,2387064,1909074,2584892
RegC,,Regional Centro,,,2030,M,15052121,941909,991855,2167993,2419712,2353653,2300105,1771696,2105198
RegC,,Regional Centro,,,2030,Total,30607569,1840337,1938979,4246720,4789757,4733747,4687169,3680770,4690090
RegL,,Regional Leste,,,2000,F,29544738,2929846,2924348,6051164,5107423,4234255,3246945,2215121,2835636
RegL,,Regional Leste,,,2000,M,28725556,3041945,3021899,6241422,5136414,4117987,3020021,1936410,2209458
RegL,,Regional Leste,,,2000,Total,58270295,5971791,5946247,12292586,10243837,8352242,6266966,4151531,5045095
RegL,,Regional Leste,,,2001,F,29916362,2923310,2913923,6018167,5228768,4295320,3343390,2290276,2903208
RegL,,Regional Leste,,,2001,M,29064167,3035443,3013476,6207309,5265427,4176455,3116304,2006004,2243749
RegL,,Regional Leste,,,2001,Total,58980529,5958753,5927399,12225476,10494195,8471775,6459694,4296280,5146957
RegL,,Regional Leste,,,2002,F,30280456,2909744,2906130,5968920,5358817,4350527,3442374,2372052,2971892
RegL,,Regional Leste,,,2002,M,29393272,3021697,3007938,6155139,5403027,4228340,3216376,2081414,2279341
RegL,,Regional Leste,,,2002,Total,59673728,5931441,5914068,12124059,10761844,8578867,6658750,4453466,5251233
RegL,,Regional Leste,,,2003,F,30636662,2888377,2901055,5910998,5488030,4404325,3541776,2458472,3043629
RegL,,Regional Leste,,,2003,M,29712618,2999913,3005312,6093570,5538348,4278849,3317442,2160863,2318321
RegL,,Regional Leste,,,2003,Total,60349280,5888290,5906367,12004568,11026378,8683174,6859218,4619335,5361950
RegL,,Regional Leste,,,2004,F,30984560,2858605,2898417,5855505,5602195,4463311,3638390,2546531,3121606
RegL,,Regional Leste,,,2004,M,30021794,2969655,3005039,6035064,5655461,4335648,3415292,2241833,2363802
RegL,,Regional Leste,,,2004,Total,61006354,5828260,5903456,11890569,11257656,8798959,7053682,4788364,5485408
RegL,,Regional Leste,,,2005,F,31323748,2821340,2896417,5809941,5691986,4531816,3730144,2634368,3207736
RegL,,Regional Leste,,,2005,M,30320411,2933322,3003668,5988052,5744035,4403626,3507275,2322845,2417588
RegL,,Regional Leste,,,2005,Total,61644159,5754662,5900085,11797993,11436021,8935442,7237419,4957213,5625324
RegL,,Regional Leste,,,2006,F,31653915,2777693,2893390,5773780,5759317,4608421,3817449,2722001,3301864
RegL,,Regional Leste,,,2006,M,30608167,2891028,3000447,5951404,5807005,4480892,3593903,2403889,2479599
RegL,,Regional Leste,,,2006,Total,62262082,5668721,5893837,11725184,11566322,9089313,7411352,5125890,5781463
RegL,,Regional Leste,,,2007,F,31974814,2733195,2883370,5747835,5805031,4691625,3900667,2808783,3404308
RegL,,Regional Leste,,,2007,M,30884896,2847518,2990187,5925360,5846206,4565561,3675502,2484283,2550279
RegL,,Regional Leste,,,2007,Total,62859710,5580713,5873557,11673195,11651237,9257186,7576169,5293066,5954587
RegL,,Regional Leste,,,2008,F,32286336,2688156,2865539,5731035,5829404,4783032,3979124,2895897,3514149
RegL,,Regional Leste,,,2008,M,31150537,2803115,2972032,5908767,5862217,4658797,3751524,2565523,2628562
RegL,,Regional Leste,,,2008,Total,63436873,5491271,5837571,11639802,11691621,9441829,7730648,5461420,6142711
RegL,,Regional Leste,,,2009,F,32588635,2643100,2839282,5719979,5834182,4884715,4051986,2985468,3629923
RegL,,Regional Leste,,,2009,M,31405140,2758399,2945487,5897686,5857385,4761962,3821417,2650089,2712715
RegL,,Regional Leste,,,2009,Total,63993775,5401499,5784769,11617665,11691567,9646677,7873403,5635557,6342638
RegL,,Regional Leste,,,2010,F,32881893,2598630,2805469,5711114,5821263,4996887,4119250,3078570,3750710
RegL,,Regional Leste,,,2010,M,31648881,2714034,2912900,5886837,5834165,4874648,3885393,2739224,2801680
RegL,,Regional Leste,,,2010,Total,64530774,5312664,5718369,11597951,11655428,9871535,8004643,5817794,6552390
RegL,,Regional Leste,,,2011,F,33165648,2554987,2764957,5703438,5791782,5117782,4181178,3174333,3877191
RegL,,Regional Leste,,,2011,M,31882330,2670186,2874139,5877072,5794046,4995355,3943638,2832124,2895770
RegL,,Regional Leste,,,2011,Total,65047978,5225173,5639096,11580510,11585828,10113137,8124816,6006457,6772961
RegL,,Regional Leste,,,2012,F,33439547,2512333,2723001,5690905,5746383,5247268,4237382,3272499,4009776
RegL,,Regional Leste,,,2012,M,32106335,2626988,2833678,5863694,5738172,5124429,3995669,2928703,2995002
RegL,,Regional Leste,,,2012,Total,65545882,5139321,5556679,11554599,11484555,10371697,8233051,6201202,7004778
RegL,,Regional Leste,,,2013,F,33704078,2471108,2679922,5672766,5692483,5376028,4292263,3371048,4148460
RegL,,Regional Leste,,,2013,M,32321469,2584959,2791734,5845687,5674866,5251718,4046508,3026380,3099617
RegL,,Regional Leste,,,2013,Total,66025547,5056067,5471656,11518453,11367349,10627746,8338771,6397428,7248077
RegL,,Regional Leste,,,2014,F,33959518,2431641,2636204,5648073,5640967,5490041,4352280,3466869,4293443
RegL,,Regional Leste,,,2014,M,32528054,2544532,2748767,5821781,5616065,5362127,4103466,3121234,3210082
RegL,,Regional Leste,,,2014,Total,66487572,4976173,5384971,11469854,11257032,10852168,8455746,6588103,7503525
RegL,,Regional Leste,,,2015,F,34206112,2394171,2592384,5615804,5599223,5580085,4421662,3557977,4444806
RegL,,Regional Leste,,,2015,M,32726401,2506075,2705248,5790660,5569882,5445908,4171196,3210753,3326679
RegL,,Regional Leste,,,2015,Total,66932513,4900246,5297632,11406464,11169105,11025993,8592858,6768730,7771485
RegL,,Regional Leste,,,2016,F,34443785,2358649,2549032,5575287,5566704,5647981,4498966,3644743,4602423
RegL,,Regional Leste,,,2016,M,32916397,2469546,2661789,5751384,5535178,5505971,4247908,3295367,3449254
RegL,,Regional Leste,,,2016,Total,67360182,4828195,5210821,11326671,11101882,11153952,8746874,6940110,8051677
RegL,,Regional Leste,,,2017,F,34672612,2324980,2506640,5526048,5544150,5694552,4582697,3727535,4766010
RegL,,Regional Leste,,,2017,M,33098145,2434853,2618943,5703345,5512013,5544174,4331840,3375373,3577604
RegL,,Regional Leste,,,2017,Total,67770757,4759833,5125583,11229393,11056163,11238726,8914537,7102908,8343614
RegL,,Regional Leste,,,2018,F,34892890,2293036,2465647,5467555,5530497,5720096,4674456,3805739,4935864
RegL,,Regional Leste,,,2018,M,33272044,2401880,2577242,5645893,5499170,5561258,4424169,3450314,3712118
RegL,,Regional Leste,,,2018,Total,68164934,4694916,5042889,11113448,11029667,11281354,9098625,7256053,8647982
RegL,,Regional Leste,,,2019,F,35104769,2262645,2426391,5399661,5522338,5726324,4776233,3878590,5112587
RegL,,Regional Leste,,,2019,M,33438209,2370466,2537118,5578949,5492711,5559583,4526257,3519715,3853410
RegL,,Regional Leste,,,2019,Total,68542978,4633111,4963509,10978610,11015049,11285907,9302490,7398305,8965997
RegL,,Regional Leste,,,2020,F,35308341,2233630,2389113,5323753,5516101,5715134,4888205,3946105,5296300
RegL,,Regional Leste,,,2020,M,33596722,2340432,2498936,5505241,5487360,5541588,4637753,3583818,4001594
RegL,,Regional Leste,,,2020,Total,68905063,4574062,4888049,10828994,11003461,11256722,9525958,7529923,9297894
RegL,,Regional Leste,,,2021,F,35503891,2205892,2353798,5241540,5510952,5687704,5008766,4008576,5486663
RegL,,Regional Leste,,,2021,M,33747937,2311678,2462694,5425486,5483454,5508110,4757215,3642844,4156456
RegL,,Regional Leste,,,2021,Total,69251828,4517570,4816492,10667026,10994406,11195814,9765981,7651420,9643119
RegL,,Regional Leste,,,2022,F,35691361,2179250,2320346,5158939,5501100,5644581,5137844,4065631,5683670
RegL,,Regional Leste,,,2022,M,33891737,2284044,2428299,5344788,5475995,5459392,4884823,3696327,4318069
RegL,,Regional Leste,,,2022,Total,69583098,4463294,4748645,10503727,10977095,11103973,10022667,7761958,10001739
RegL,,Regional Leste,,,2023,F,35870371,2153445,2288604,5076612,5485747,5593005,5266171,4121425,5885362
RegL,,Regional Leste,,,2023,M,34027672,2257242,2395599,5263797,5464004,5403284,5010741,3748836,4484169
RegL,,Regional Leste,,,2023,Total,69898043,4410687,4684203,10340409,10949751,10996289,10276912,7870261,10369531
RegL,,Regional Leste,,,2024,F,36040752,2128289,2258393,4995353,5463954,5543715,5379938,4182181,6088929
RegL,,Regional Leste,,,2024,M,34155663,2231086,2364435,5183354,5446321,5351273,5120509,3807105,4651580
RegL,,Regional Leste,,,2024,Total,70196415,4359375,4622828,10178707,10910275,10894988,10500447,7989286,10740509
RegL,,Regional Leste,,,2025,F,36202484,2103681,2229550,4915929,5434759,5504020,5470091,4251966,6292488
RegL,,Regional Leste,,,2025,M,34275673,2205469,2334643,5104257,5421687,5311223,5204736,3875453,4818205
RegL,,Regional Leste,,,2025,Total,70478157,4309150,4564193,10020186,10856446,10815243,10674827,8127419,11110693
RegL,,Regional Leste,,,2026,F,36355685,2079582,2201970,4838878,5397579,5473498,5538519,4329431,6496228
RegL,,Regional Leste,,,2026,M,34387958,2180373,2306121,5027111,5389309,5282193,5266281,3952268,4984302
RegL,,Regional Leste,,,2026,Total,70743643,4259955,4508091,9865989,10786888,10755691,10804800,8281699,11480530
RegL,,Regional Leste,,,2027,F,36500215,2056026,2175484,4764605,5351903,5452846,5586007,4413139,6700205
RegL,,Regional Leste,,,2027,M,34492422,2155828,2278700,4952350,5348614,5264283,5306876,4035897,5149874
RegL,,Regional Leste,,,2027,Total,70992637,4211854,4454184,9716955,10700517,10717129,10892883,8449036,11850079
RegL,,Regional Leste,,,2028,F,36635772,2033053,2149824,4693375,5297113,5440982,5612796,4504586,6904043
RegL,,Regional Leste,,,2028,M,34588666,2131872,2252100,4880342,5298835,5256230,5327127,4127367,5314793
RegL,,Regional Leste,,,2028,Total,71224438,4164925,4401924,9573717,10595948,10697212,10939923,8631953,12218836
RegL,,Regional Leste,,,2029,F,36762220,2010645,2124806,4625358,5233058,5434531,5620600,4605681,7107541
RegL,,Regional Leste,,,2029,M,34676607,2108492,2226130,4811362,5239849,5254272,5329369,4227923,5479210
RegL,,Regional Leste,,,2029,Total,71438827,4119137,4350936,9436720,10472907,10688803,10949969,8833604,12586751
RegL,,Regional Leste,,,2030,F,36879462,1988715,2100325,4560615,5161076,5429965,5611304,4716615,7310847
RegL,,Regional Leste,,,2030,M,34756079,2085599,2200689,4745601,5174254,5253303,5315969,4337224,5643440
RegL,,Regional Leste,,,2030,Total,71635541,4074314,4301014,9306216,10335330,10683268,10927273,9053839,12954287
RegN,,Regional Norte,,,2000,F,5907570,790119,755466,1396861,1088933,761811,509995,296544,307841
RegN,,Regional Norte,,,2000,M,6176931,820701,785308,1444403,1132380,820612,553541,314049,305937
RegN,,Regional Norte,,,2000,Total,12084500,1610820,1540774,2841264,2221313,1582423,1063536,610593,613777
RegN,,Regional Norte,,,2001,F,6048925,796384,765168,1411280,1127658,788240,532900,309842,317453
RegN,,Regional Norte,,,2001,M,6317922,827560,795368,1460844,1169345,845358,577057,328807,313583
RegN,,Regional Norte,,,2001,Total,12366847,1623944,1560536,2872124,2297003,1633598,1109957,638649,631036
RegN,,Regional Norte,,,2002,F,6190093,801655,773740,1422940,1167738,815579,555795,324436,328210
RegN,,Regional Norte,,,2002,M,6458452,833553,804178,1474457,1207996,870334,600608,345214,322112
RegN,,Regional Norte,,,2002,Total,12648545,1635208,1577918,2897397,2375734,1685913,1156403,669650,650322
RegN,,Regional Norte,,,2003,F,6330745,806197,780751,1433324,1207593,843932,578669,340338,339941
RegN,,Regional Norte,,,2003,M,6598180,839009,811276,1486698,1246725,895811,624123,363038,331500
RegN,,Regional Norte,,,2003,Total,12928925,1645206,1592027,2920022,2454318,1739743,1202792,703376,671441
RegN,,Regional Norte,,,2004,F,6470391,810261,785722,1444642,1244887,873392,601552,357492,352443
RegN,,Regional Norte,,,2004,M,6736618,844247,816104,1499769,1283123,922158,647543,381916,341758
RegN,,Regional Norte,,,2004,Total,13207009,1654508,1601826,2944411,2528010,1795550,1249095,739408,694201
RegN,,Regional Norte,,,2005,F,6608647,814581,787811,1458185,1278110,904014,624505,375831,365610
RegN,,Regional Norte,,,2005,M,6873337,850219,817609,1514917,1315643,949624,670845,401580,352900
RegN,,Regional Norte,,,2005,Total,13481984,1664800,1605420,2973102,2593753,1853638,1295350,777411,718510
RegN,,Regional Norte,,,2006,F,6745147,812435,793772,1473508,1307384,935689,647499,395335,379525
RegN,,Regional Norte,,,2006,M,7007961,848331,824439,1531658,1344446,978083,694014,421987,365003
RegN,,Regional Norte,,,2006,Total,13753108,1660766,1618211,3005166,2651830,1913772,1341513,817322,744528
RegN,,Regional Norte,,,2007,F,6879572,808855,798731,1490502,1332564,968212,670468,416031,394209
RegN,,Regional Norte,,,2007,M,7140144,844948,830407,1549823,1369412,1007324,717053,443073,378104
RegN,,Regional Norte,,,2007,Total,14019716,1653803,1629138,3040325,2701976,1975536,1387521,859104,772313
RegN,,Regional Norte,,,2008,F,7011625,803861,802945,1507817,1354020,1001808,693674,437555,409945
RegN,,Regional Norte,,,2008,M,7269589,840059,835832,1568004,1390920,1037651,740065,464641,392417
RegN,,Regional Norte,,,2008,Total,14281214,1643920,1638777,3075821,2744940,2039459,1433739,902196,802362
RegN,,Regional Norte,,,2009,F,7141100,797685,806658,1523236,1372573,1036876,717514,459398,427160
RegN,,Regional Norte,,,2009,M,7396080,833919,841020,1583880,1409826,1069530,763209,486446,408250
RegN,,Regional Norte,,,2009,Total,14537180,1631604,1647678,3107116,2782399,2106406,1480723,945844,835410
RegN,,Regional Norte,,,2010,F,7267850,790569,810617,1534728,1388845,1073475,742245,481243,446128
RegN,,Regional Norte,,,2010,M,7519459,826781,846923,1595202,1426767,1103058,786629,508329,425770
RegN,,Regional Norte,,,2010,Total,14787309,1617350,1657540,3129930,2815612,2176533,1528874,989572,871898
RegN,,Regional Norte,,,2011,F,7392024,782768,808166,1549218,1402669,1111378,767872,503125,466828
RegN,,Regional Norte,,,2011,M,7639832,818879,844992,1610857,1441459,1138113,810294,530288,444950
RegN,,Regional Norte,,,2011,Total,15031856,1601647,1653158,3160075,2844128,2249491,1578166,1033413,911778
RegN,,Regional Norte,,,2012,F,7513791,774515,804364,1561730,1413761,1150649,794421,525047,489304
RegN,,Regional Norte,,,2012,M,7757400,810443,841591,1624633,1453540,1174878,834192,552338,465785
RegN,,Regional Norte,,,2012,Total,15271191,1584958,1645955,3186363,2867301,2325527,1628613,1077385,955089
RegN,,Regional Norte,,,2013,F,7633171,765985,799243,1572118,1423615,1189762,822004,546986,513458
RegN,,Regional Norte,,,2013,M,7872149,801657,836722,1636371,1464466,1211828,858603,574387,488115
RegN,,Regional Norte,,,2013,Total,15505320,1567642,1635965,3208489,2888081,2401590,1680607,1121373,1001573
RegN,,Regional Norte,,,2014,F,7750103,757248,793038,1580165,1434452,1226417,850718,568974,539091
RegN,,Regional Norte,,,2014,M,7984044,792615,830629,1645832,1476373,1246647,883894,596379,511675
RegN,,Regional Norte,,,2014,Total,15734147,1549863,1623667,3225997,2910825,2473064,1734612,1165353,1050766
RegN,,Regional Norte,,,2015,F,7864503,748316,785980,1585786,1447551,1259121,880605,591064,566080
RegN,,Regional Norte,,,2015,M,8093007,783358,823554,1652897,1490475,1277851,910293,618288,536291
RegN,,Regional Norte,,,2015,Total,15957510,1531674,1609534,3238683,2938026,2536972,1790898,1209352,1102371
RegN,,Regional Norte,,,2016,F,7976107,739064,778269,1589024,1462481,1287954,911583,613222,594510
RegN,,Regional Norte,,,2016,M,8198774,773753,815726,1657603,1506302,1305589,937684,640104,562013
RegN,,Regional Norte,,,2016,Total,16174881,1512817,1593995,3246627,2968783,2593543,1849267,1253326,1156523
RegN,,Regional Norte,,,2017,F,8084788,729436,770111,1590024,1479145,1312791,943433,635408,624440
RegN,,Regional Norte,,,2017,M,8301219,763747,807361,1660101,1523716,1329742,965888,661830,588834
RegN,,Regional Norte,,,2017,Total,16386007,1493183,1577472,3250125,3002861,2642533,1909321,1297238,1213274
RegN,,Regional Norte,,,2018,F,8190661,719575,761671,1589057,1496237,1334030,976398,657870,655823
RegN,,Regional Norte,,,2018,M,8400472,753486,798636,1660687,1541363,1350721,995225,683569,616785
RegN,,Regional Norte,,,2018,Total,16591133,1473061,1560307,3249744,3037600,2684751,1971623,1341439,1272608
RegN,,Regional Norte,,,2019,F,8293781,709574,753024,1586599,1511610,1352475,1010884,681005,688610
RegN,,Regional Norte,,,2019,M,8496581,743070,789661,1659883,1557008,1369357,1026168,705485,645949
RegN,,Regional Norte,,,2019,Total,16790362,1452644,1542685,3246482,3068618,2721832,2037052,1386490,1334559
RegN,,Regional Norte,,,2020,F,8394167,699537,744183,1583627,1523262,1368757,1046969,705069,722763
RegN,,Regional Norte,,,2020,M,8589552,732608,780471,1658839,1568475,1386275,1058817,727722,676345
RegN,,Regional Norte,,,2020,Total,16983719,1432145,1524654,3242466,3091737,2755032,2105786,1432791,1399108
RegN,,Regional Norte,,,2021,F,8491929,689728,735035,1573683,1538020,1382701,1084420,730041,758301
