"0-4 anos","10-19 anos","20-29 anos","30-39 anos","40-49 anos","5-9 anos","50-59 anos","60+ anos","Ano","Código","Região","Região oficial","Sigla","Tipo","Total","UF"
321982,634512,589063,396525,315884,306962,219462,250940,2005,22,"RegC","NE","PI","Estado",3035330,"Piauí"
316493,619368,600531,406012,323307,313256,226140,256146,2006,22,"RegC","NE","PI","Estado",3061253,"Piauí"
310375,605102,609045,416683,330524,318437,232845,262015,2007,22,"RegC","NE","PI","Estado",3085026,"Piauí"
303665,593262,613745,428820,337357,321556,239638,268554,2008,22,"RegC","NE","PI","Estado",3106597,"Piauí"
296465,585666,613562,442808,343524,321520,246643,275730,2009,22,"RegC","NE","PI","Estado",3125918,"Piauí"
288922,583657,608020,458678,348932,317310,253916,283511,2010,22,"RegC","NE","PI","Estado",3142946,"Piauí"
281159,583578,598305,475906,353664,312173,261429,291786,2011,22,"RegC","NE","PI","Estado",3158000,"Piauí"
273293,584720,585435,494280,357679,306402,269175,300472,2012,22,"RegC","NE","PI","Estado",3171456,"Piauí"
265505,586758,570434,512426,361733,300006,276992,309550,2013,22,"RegC","NE","PI","Estado",3183404,"Piauí"
258000,589194,554795,528315,366937,293057,284650,319008,2014,22,"RegC","NE","PI","Estado",3193956,"Piauí"
251014,591356,539801,540571,374019,285676,291992,328833,2015,22,"RegC","NE","PI","Estado",3203262,"Piauí"
244664,592528,525656,549777,382671,278026,299059,339030,2016,22,"RegC","NE","PI","Estado",3211411,"Piauí"
238949,591976,512625,556612,392515,270271,305937,349600,2017,22,"RegC","NE","PI","Estado",3218485,"Piauí"
233828,588839,502071,560339,403846,262586,312457,360570,2018,22,"RegC","NE","PI","Estado",3224536,"Piauí"
229224,582152,495658,559995,417059,255180,318365,372018,2019,22,"RegC","NE","PI","Estado",3229651,"Piauí"
225016,571066,494618,555154,432209,248287,323574,383967,2020,22,"RegC","NE","PI","Estado",3233891,"Piauí"
221098,558935,495232,546674,448746,242022,328171,396401,2021,22,"RegC","NE","PI","Estado",3237279,"Piauí"
217393,546182,496823,535204,466392,236383,332113,409339,2022,22,"RegC","NE","PI","Estado",3239829,"Piauí"
213821,532937,499186,521687,483847,231336,336108,422608,2023,22,"RegC","NE","PI","Estado",3241530,"Piauí"
210326,519446,501955,507518,499173,226795,341202,435982,2024,22,"RegC","NE","PI","Estado",3242397,"Piauí"
206878,506037,504598,493894,511055,222647,348074,449308,2025,22,"RegC","NE","PI","Estado",3242491,"Piauí"
203488,492971,506506,480972,520060,218786,356436,462634,2026,22,"RegC","NE","PI","Estado",3241853,"Piauí"
200183,480406,506989,468981,526838,215141,365925,476036,2027,22,"RegC","NE","PI","Estado",3240499,"Piauí"
196993,468476,505217,459248,530681,211625,376813,489390,2028,22,"RegC","NE","PI","Estado",3238443,"Piauí"
193937,457296,500231,453402,530649,208184,389473,502531,2029,22,"RegC","NE","PI","Estado",3235703,"Piauí"
191027,446976,491135,452712,526327,204789,403945,515419,2030,22,"RegC","NE","PI","Estado",3232330,"Piauí"
852333,1704534,1283578,1039979,715524,861425,501521,642894,2000,23,"RegL","NE","CE","Estado",7601788,"Ceará"
852700,1714497,1321406,1060562,741035,856510,516798,654927,2001,23,"RegL","NE","CE","Estado",7718435,"Ceará"
850552,1718082,1362626,1077322,769660,852140,533574,666765,2002,23,"RegL","NE","CE","Estado",7830721,"Ceará"
845573,1716552,1405201,1091917,800408,848778,551162,679123,2003,23,"RegL","NE","CE","Estado",7938714,"Ceará"
837362,1711975,1446051,1106937,831689,846780,568494,693080,2004,23,"RegL","NE","CE","Estado",8042368,"Ceará"
826025,1705962,1482952,1124135,862365,845882,585018,709245,2005,23,"RegL","NE","CE","Estado",8141584,"Ceará"
811021,1698449,1516388,1143012,892608,846464,600867,727480,2006,23,"RegL","NE","CE","Estado",8236289,"Ceará"
796125,1689581,1546807,1163098,922613,844572,615803,747846,2007,23,"RegL","NE","CE","Estado",8326445,"Ceará"
781383,1680464,1572734,1185391,951247,839869,631076,769891,2008,23,"RegL","NE","CE","Estado",8412055,"Ceará"
766911,1672272,1592341,1211198,976961,831950,648611,792911,2009,23,"RegL","NE","CE","Estado",8493155,"Ceará"
752833,1665445,1604573,1241096,998932,820913,669509,816482,2010,23,"RegL","NE","CE","Estado",8569783,"Ceará"
739224,1660614,1610433,1274554,1017447,806224,693394,840740,2011,23,"RegL","NE","CE","Estado",8642630,"Ceará"
726141,1654089,1610711,1311424,1032456,791637,720217,865738,2012,23,"RegL","NE","CE","Estado",8712413,"Ceará"
713659,1645968,1606644,1349792,1045561,777188,749055,891471,2013,23,"RegL","NE","CE","Estado",8779338,"Ceará"
701860,1636172,1600222,1386724,1059243,762964,778405,917963,2014,23,"RegL","NE","CE","Estado",8843553,"Ceará"
690831,1624507,1592988,1420143,1075187,749058,807206,945305,2015,23,"RegL","NE","CE","Estado",8905225,"Ceará"
680505,1610784,1584865,1450599,1092926,735579,835641,973533,2016,23,"RegL","NE","CE","Estado",8964432,"Ceará"
670786,1594808,1575936,1478609,1112023,722618,863922,1002530,2017,23,"RegL","NE","CE","Estado",9021232,"Ceará"
661640,1576283,1567225,1502805,1133462,710250,891022,1033057,2018,23,"RegL","NE","CE","Estado",9075744,"Ceará"
653031,1554890,1559838,1521464,1158525,698556,915547,1066239,2019,23,"RegL","NE","CE","Estado",9128090,"Ceará"
644888,1530808,1554161,1533614,1187792,687627,936774,1102699,2020,23,"RegL","NE","CE","Estado",9178363,"Ceará"
637232,1503601,1550649,1539948,1220625,677392,954895,1142287,2021,23,"RegL","NE","CE","Estado",9226629,"Ceará"
630032,1477033,1545549,1540901,1256758,667763,969779,1185084,2022,23,"RegL","NE","CE","Estado",9272899,"Ceará"
623139,1451186,1538971,1537657,1294343,658703,982920,1230201,2023,23,"RegL","NE","CE","Estado",9317120,"Ceará"
616433,1426207,1530854,1532146,1330550,650170,996642,1276244,2024,23,"RegL","NE","CE","Estado",9359246,"Ceará"
609832,1402263,1521029,1525854,1363371,642101,1012519,1322291,2025,23,"RegL","NE","CE","Estado",9399260,"Ceará"
603281,1379391,1509296,1518709,1393341,634516,1030095,1368497,2026,23,"RegL","NE","CE","Estado",9437126,"Ceará"
596758,1357582,1495453,1510769,1420963,627380,1048961,1414925,2027,23,"RegL","NE","CE","Estado",9472791,"Ceará"
590248,1336891,1479171,1503054,1444909,620551,1070057,1461312,2028,23,"RegL","NE","CE","Estado",9506193,"Ceará"
583746,1317364,1460103,1496656,1463525,613906,1094600,1507396,2029,23,"RegL","NE","CE","Estado",9537296,"Ceará"
577243,1299021,1438391,1491950,1475868,607358,1123142,1553090,2030,23,"RegL","NE","CE","Estado",9566063,"Ceará"
295277,627953,493000,414251,272931,298727,191447,244299,2000,24,"RegL","NE","RN","Estado",2837885,"Rio Grande do Norte"
298343,629129,506829,422296,285468,295866,197585,249145,2001,24,"RegL","NE","RN","Estado",2884661,"Rio Grande do Norte"
300593,627530,522486,428404,299870,293809,203809,254034,2002,24,"RegL","NE","RN","Estado",2930535,"Rio Grande do Norte"
301759,623801,539036,433344,315442,292830,210084,259254,2003,24,"RegL","NE","RN","Estado",2975550,"Rio Grande do Norte"
301494,618970,555060,438316,331086,293153,216343,265272,2004,24,"RegL","NE","RN","Estado",3019694,"Rio Grande do Norte"
299657,613863,569556,444140,346054,294719,222613,272331,2005,24,"RegL","NE","RN","Estado",3062933,"Rio Grande do Norte"
295521,608593,582692,450687,360415,298032,228910,280377,2006,24,"RegL","NE","RN","Estado",3105227,"Rio Grande do Norte"
291382,603375,594611,457842,374199,300549,235131,289463,2007,24,"RegL","NE","RN","Estado",3146552,"Rio Grande do Norte"
287200,598843,604705,466073,386968,301986,241883,299233,2008,24,"RegL","NE","RN","Estado",3186891,"Rio Grande do Norte"
283000,595674,612210,475980,398181,301987,250081,309146,2009,24,"RegL","NE","RN","Estado",3226259,"Rio Grande do Norte"
278834,594186,616713,487845,407562,300411,260221,318875,2010,24,"RegL","NE","RN","Estado",3264647,"Rio Grande do Norte"
274717,595020,618382,501546,415164,296523,272146,328563,2011,24,"RegL","NE","RN","Estado",3302061,"Rio Grande do Norte"
270660,595800,617309,517090,420925,292588,285857,338260,2012,24,"RegL","NE","RN","Estado",3338489,"Rio Grande do Norte"
266710,596517,614123,533552,425607,288563,300696,348191,2013,24,"RegL","NE","RN","Estado",3373959,"Rio Grande do Norte"
262920,597051,609820,549535,430376,284465,315619,358724,2014,24,"RegL","NE","RN","Estado",3408510,"Rio Grande do Norte"
259349,597187,605201,564033,436034,280320,329924,370127,2015,24,"RegL","NE","RN","Estado",3442175,"Rio Grande do Norte"
256027,596707,600376,577202,442465,276186,343666,382369,2016,24,"RegL","NE","RN","Estado",3474998,"Rio Grande do Norte"
252960,595352,595560,589168,449557,272112,356881,395413,2017,24,"RegL","NE","RN","Estado",3507003,"Rio Grande do Norte"
250143,592795,591375,599328,457765,268140,369172,409500,2018,24,"RegL","NE","RN","Estado",3538218,"Rio Grande do Norte"
247554,588707,588477,606924,467673,264328,380023,424958,2019,24,"RegL","NE","RN","Estado",3568644,"Rio Grande do Norte"
245167,582976,587178,611540,479554,260734,389180,441959,2020,24,"RegL","NE","RN","Estado",3598288,"Rio Grande do Norte"
242949,574934,588142,613347,493255,257391,396678,460462,2021,24,"RegL","NE","RN","Estado",3627158,"Rio Grande do Norte"
240856,566902,589037,612433,508759,254303,402450,480493,2022,24,"RegL","NE","RN","Estado",3655233,"Rio Grande do Norte"
238846,558882,589863,609412,525164,251462,407217,501631,2023,24,"RegL","NE","RN","Estado",3682477,"Rio Grande do Norte"
236864,550939,590493,605270,541095,248851,412086,523247,2024,24,"RegL","NE","RN","Estado",3708845,"Rio Grande do Norte"
234898,543168,590732,600802,555562,246440,417816,544908,2025,24,"RegL","NE","RN","Estado",3734326,"Rio Grande do Norte"
232926,535651,590365,596122,568713,244202,424301,566619,2026,24,"RegL","NE","RN","Estado",3758899,"Rio Grande do Norte"
230945,528457,589130,591452,580664,242091,431430,588370,2027,24,"RegL","NE","RN","Estado",3782539,"Rio Grande do Norte"
228972,521604,586704,587401,590825,240060,439638,610003,2028,24,"RegL","NE","RN","Estado",3805207,"Rio Grande do Norte"
227017,515142,582759,584628,598453,238062,449478,631352,2029,24,"RegL","NE","RN","Estado",3826891,"Rio Grande do Norte"
225087,509102,577184,583441,603137,236074,461213,652342,2030,24,"RegL","NE","RN","Estado",3847580,"Rio Grande do Norte"
347630,782084,591478,467125,331677,362982,247963,341900,2000,25,"RegL","NE","PB","Estado",3472839,"Paraíba"
348729,776014,610165,475455,341610,356646,253330,345347,2001,25,"RegL","NE","PB","Estado",3507296,"Paraíba"
350312,766722,630516,482219,353012,351218,259242,348771,2002,25,"RegL","NE","PB","Estado",3542012,"Paraíba"
351981,755178,651067,488334,365463,346999,265465,352488,2003,25,"RegL","NE","PB","Estado",3576975,"Paraíba"
353266,742839,669616,495213,378282,344215,271624,357023,2004,25,"RegL","NE","PB","Estado",3612078,"Paraíba"
353967,730833,684671,503802,390998,342724,277551,362658,2005,25,"RegL","NE","PB","Estado",3647204,"Paraíba"
351590,719126,696753,513732,403696,344678,283291,369356,2006,25,"RegL","NE","PB","Estado",3682222,"Paraíba"
348692,707822,706312,524637,416492,347155,288756,377156,2007,25,"RegL","NE","PB","Estado",3717022,"Paraíba"
345258,697592,712785,536966,428896,349741,294477,385792,2008,25,"RegL","NE","PB","Estado",3751507,"Paraíba"
341344,689069,715570,551305,440211,351954,301269,394876,2009,25,"RegL","NE","PB","Estado",3785598,"Paraíba"
337051,682496,714388,567849,450089,353588,309600,404176,2010,25,"RegL","NE","PB","Estado",3819237,"Paraíba"
332378,680040,709763,586176,458594,352064,319333,413734,2011,25,"RegL","NE","PB","Estado",3852082,"Paraíba"
327319,678781,702087,606127,465606,349859,330464,423579,2012,25,"RegL","NE","PB","Estado",3883822,"Paraíba"
321975,678601,692258,626308,471995,346940,342597,433747,2013,25,"RegL","NE","PB","Estado",3914421,"Paraíba"
316471,679230,681661,644595,479129,343343,355099,444357,2014,25,"RegL","NE","PB","Estado",3943885,"Paraíba"
310943,680292,671361,659545,487912,339141,367517,455491,2015,25,"RegL","NE","PB","Estado",3972202,"Paraíba"
305512,681415,661300,671660,497997,334450,379930,467151,2016,25,"RegL","NE","PB","Estado",3999415,"Paraíba"
300286,682230,651542,681370,509028,329366,392437,479299,2017,25,"RegL","NE","PB","Estado",4025558,"Paraíba"
295318,682299,642702,688124,521441,323992,404580,492206,2018,25,"RegL","NE","PB","Estado",4050662,"Paraíba"
290641,681199,635364,691323,535803,318457,415705,506263,2019,25,"RegL","NE","PB","Estado",4074755,"Paraíba"
286265,678785,629742,690688,552301,312900,425491,521687,2020,25,"RegL","NE","PB","Estado",4097859,"Paraíba"
282155,672715,628021,686697,570527,307435,434000,538443,2021,25,"RegL","NE","PB","Estado",4119993,"Paraíba"
278258,665610,627398,679710,590324,302174,441120,556567,2022,25,"RegL","NE","PB","Estado",4141161,"Paraíba"
274518,657529,627769,670599,610333,297170,447674,575745,2023,25,"RegL","NE","PB","Estado",4161337,"Paraíba"
270898,648633,628895,660697,628497,292455,454951,595482,2024,25,"RegL","NE","PB","Estado",4180508,"Paraíba"
267374,639124,630429,651044,643410,288042,463808,615440,2025,25,"RegL","NE","PB","Estado",4198671,"Paraíba"
263937,629222,632038,641589,655558,283899,473910,635687,2026,25,"RegL","NE","PB","Estado",4215840,"Paraíba"
260585,619136,633377,632394,665347,279971,484929,656269,2027,25,"RegL","NE","PB","Estado",4232008,"Paraíba"
257333,609020,634028,624065,672239,276197,497272,677003,2028,25,"RegL","NE","PB","Estado",4247157,"Paraíba"
254196,599033,633586,617175,675655,272544,511476,697649,2029,25,"RegL","NE","PB","Estado",4261314,"Paraíba"
251184,589322,631902,611942,675322,268992,527714,718126,2030,25,"RegL","NE","PB","Estado",4274504,"Paraíba"
851750,1763950,1458587,1135571,815757,843264,562786,688024,2000,26,"RegL","NE","PE","Estado",8119689,"Pernambuco"
856764,1751785,1491221,1157900,840383,837978,578180,698384,2001,26,"RegL","NE","PE","Estado",8212595,"Pernambuco"
859693,1734816,1525151,1178942,867025,834670,595027,709051,2002,26,"RegL","NE","PE","Estado",8304375,"Pernambuco"
859923,1715204,1558148,1199654,894939,833686,612894,720554,2003,26,"RegL","NE","PE","Estado",8395002,"Pernambuco"
856815,1696085,1586918,1221451,922959,835171,631126,733783,2004,26,"RegL","NE","PE","Estado",8484308,"Pernambuco"
850489,1679757,1609286,1245240,950344,838386,649372,749255,2005,26,"RegL","NE","PE","Estado",8572129,"Pernambuco"
838639,1666059,1626184,1270527,977206,845110,667709,766899,2006,26,"RegL","NE","PE","Estado",8658333,"Pernambuco"
826245,1655173,1638397,1296784,1003568,849819,685994,786845,2007,26,"RegL","NE","PE","Estado",8742825,"Pernambuco"
813301,1647733,1645428,1324387,1029254,851862,704884,808700,2008,26,"RegL","NE","PE","Estado",8825549,"Pernambuco"
799967,1643929,1646835,1353843,1054080,850568,725413,831853,2009,26,"RegL","NE","PE","Estado",8906488,"Pernambuco"
786467,1643250,1642594,1385201,1078017,846027,748153,855949,2010,26,"RegL","NE","PE","Estado",8985658,"Pernambuco"
772862,1647632,1633275,1417921,1100960,835788,772809,881259,2011,26,"RegL","NE","PE","Estado",9062506,"Pernambuco"
759210,1651618,1619279,1451913,1122689,824683,799344,907961,2012,26,"RegL","NE","PE","Estado",9136697,"Pernambuco"
745749,1654903,1602697,1485082,1144147,812700,827102,936170,2013,26,"RegL","NE","PE","Estado",9208550,"Pernambuco"
732712,1656937,1586528,1514246,1166675,799984,854996,966074,2014,26,"RegL","NE","PE","Estado",9278152,"Pernambuco"
720322,1657066,1572972,1537270,1191115,786731,882326,997801,2015,26,"RegL","NE","PE","Estado",9345603,"Pernambuco"
708688,1654691,1561798,1554985,1216941,773180,909163,1031326,2016,26,"RegL","NE","PE","Estado",9410772,"Pernambuco"
697854,1649241,1553153,1568139,1243636,759569,935521,1066594,2017,26,"RegL","NE","PE","Estado",9473707,"Pernambuco"
687786,1640082,1547672,1576277,1271596,746139,961247,1103835,2018,26,"RegL","NE","PE","Estado",9534634,"Pernambuco"
678410,1626698,1545505,1578949,1301318,733128,986164,1143416,2019,26,"RegL","NE","PE","Estado",9593588,"Pernambuco"
669624,1609366,1546138,1576112,1332853,720760,1010253,1185498,2020,26,"RegL","NE","PE","Estado",9650604,"Pernambuco"
661338,1586061,1551656,1568393,1365777,709155,1033472,1230036,2021,26,"RegL","NE","PE","Estado",9705888,"Pernambuco"
653458,1561910,1556796,1556138,1400028,698358,1055629,1277074,2022,26,"RegL","NE","PE","Estado",9759391,"Pernambuco"
645893,1537089,1561232,1541269,1433476,688323,1077521,1326047,2023,26,"RegL","NE","PE","Estado",9810850,"Pernambuco"
638585,1511957,1564468,1526709,1463014,678971,1100395,1376123,2024,26,"RegL","NE","PE","Estado",9860222,"Pernambuco"
631493,1486919,1565873,1514620,1486548,670204,1125060,1426764,2025,26,"RegL","NE","PE","Estado",9907481,"Pernambuco"
624604,1462344,1564966,1504876,1504971,661940,1151057,1478047,2026,26,"RegL","NE","PE","Estado",9952805,"Pernambuco"
617924,1438511,1561188,1497618,1519003,654086,1177900,1529931,2027,26,"RegL","NE","PE","Estado",9996161,"Pernambuco"
611477,1415596,1553827,1493388,1528107,646540,1205916,1582450,2028,26,"RegL","NE","PE","Estado",10037301,"Pernambuco"
605260,1393763,1542359,1492350,1531852,639242,1235590,1635770,2029,26,"RegL","NE","PE","Estado",10076186,"Pernambuco"
599258,1373129,1527029,1494020,1530186,632162,1266978,1690033,2030,26,"RegL","NE","PE","Estado",10112795,"Pernambuco"
357734,667595,511852,378920,266936,340084,175975,198785,2000,27,"RegL","NE","AL","Estado",2897881,"Alagoas"
358742,665032,526714,387342,274875,340450,181927,202332,2001,27,"RegL","NE","AL","Estado",2937414,"Alagoas"
358854,660766,542322,395121,283012,341233,188302,206338,2002,27,"RegL","NE","AL","Estado",2975948,"Alagoas"
357850,655694,557504,402707,291359,342459,194967,210806,2003,27,"RegL","NE","AL","Estado",3013346,"Alagoas"
355610,651097,570538,410792,299926,343990,201712,215766,2004,27,"RegL","NE","AL","Estado",3049431,"Alagoas"
352592,647867,580297,419833,308698,345098,208420,221245,2005,27,"RegL","NE","AL","Estado",3084050,"Alagoas"
347724,645821,587211,429544,317689,346707,215124,227240,2006,27,"RegL","NE","AL","Estado",3117060,"Alagoas"
342239,644898,591635,439614,326965,347471,221803,233762,2007,27,"RegL","NE","AL","Estado",3148387,"Alagoas"
336215,645084,593593,450280,336257,347158,228554,240834,2008,27,"RegL","NE","AL","Estado",3177975,"Alagoas"
329796,646039,593259,461875,345163,345648,235528,248483,2009,27,"RegL","NE","AL","Estado",3205791,"Alagoas"
323146,646968,590845,474473,353474,343390,242816,256724,2010,27,"RegL","NE","AL","Estado",3231836,"Alagoas"
316332,648931,586703,487852,361255,339282,250361,265561,2011,27,"RegL","NE","AL","Estado",3256277,"Alagoas"
309421,650610,581144,502023,368468,334497,258110,275016,2012,27,"RegL","NE","AL","Estado",3279289,"Alagoas"
302574,651767,575035,515875,375544,329082,266071,284987,2013,27,"RegL","NE","AL","Estado",3300935,"Alagoas"
295934,652115,569596,527780,383151,323147,274250,295332,2014,27,"RegL","NE","AL","Estado",3321305,"Alagoas"
289640,651352,565712,536680,391720,316796,282632,305970,2015,27,"RegL","NE","AL","Estado",3340502,"Alagoas"
283664,649276,563227,543019,400986,310189,291229,316937,2016,27,"RegL","NE","AL","Estado",3358527,"Alagoas"
277968,645739,562061,547144,410654,303477,300112,328227,2017,27,"RegL","NE","AL","Estado",3375382,"Alagoas"
272540,640562,562197,549090,420944,296820,309044,339945,2018,27,"RegL","NE","AL","Estado",3391142,"Alagoas"
267357,633723,563309,549025,432187,290361,317665,352266,2019,27,"RegL","NE","AL","Estado",3405893,"Alagoas"
262386,625753,564624,547156,444459,284237,325784,365290,2020,27,"RegL","NE","AL","Estado",3419689,"Alagoas"
257679,615741,567087,543726,457527,278423,333446,378974,2021,27,"RegL","NE","AL","Estado",3432603,"Alagoas"
253269,604994,569349,538907,471375,272881,340586,393293,2022,27,"RegL","NE","AL","Estado",3444654,"Alagoas"
249113,593705,571209,533533,484944,267596,347621,408169,2023,27,"RegL","NE","AL","Estado",3455890,"Alagoas"
245182,582108,572396,528771,496678,262545,355169,423475,2024,27,"RegL","NE","AL","Estado",3466324,"Alagoas"
241452,570434,572615,525481,505562,257706,363634,439128,2025,27,"RegL","NE","AL","Estado",3476012,"Alagoas"
237913,558806,571685,523519,512023,253120,372764,455170,2026,27,"RegL","NE","AL","Estado",3485000,"Alagoas"
234559,547322,569450,522812,516384,248822,382280,471659,2027,27,"RegL","NE","AL","Estado",3493288,"Alagoas"
231384,536128,565716,523355,518681,244774,392391,488470,2028,27,"RegL","NE","AL","Estado",3500899,"Alagoas"
228373,525342,560429,524857,519056,240944,403400,505436,2029,27,"RegL","NE","AL","Estado",3507837,"Alagoas"
225504,515069,554091,526576,517710,237313,415385,522466,2030,27,"RegL","NE","AL","Estado",3514114,"Alagoas"
207989,412733,332616,256417,172169,202893,111368,127862,2000,28,"RegL","NE","SE","Estado",1824047,"Sergipe"
210954,412819,341952,263190,178974,202920,115627,130443,2001,28,"RegL","NE","SE","Estado",1856879,"Sergipe"
212810,411728,352013,269416,186200,203345,120133,133322,2002,28,"RegL","NE","SE","Estado",1888967,"Sergipe"
213477,409925,362203,275352,193774,204245,124835,136527,2003,28,"RegL","NE","SE","Estado",1920338,"Sergipe"
212852,408135,371612,281407,201579,205646,129661,140093,2004,28,"RegL","NE","SE","Estado",1950985,"Sergipe"
211015,406866,379632,287854,209525,207392,134567,144040,2005,28,"RegL","NE","SE","Estado",1980891,"Sergipe"
206846,406121,386436,294580,217605,210536,139573,148386,2006,28,"RegL","NE","SE","Estado",2010083,"Sergipe"
202759,405994,392121,301475,225836,212591,144657,153128,2007,28,"RegL","NE","SE","Estado",2038561,"Sergipe"
198764,406588,396584,308754,234011,213474,149934,158249,2008,28,"RegL","NE","SE","Estado",2066358,"Sergipe"
194910,407927,399758,316720,241814,213066,155591,163721,2009,28,"RegL","NE","SE","Estado",2093507,"Sergipe"
191254,409875,401647,325499,249080,211441,161734,169522,2010,28,"RegL","NE","SE","Estado",2120052,"Sergipe"
187809,413526,402319,334987,255849,207463,168303,175689,2011,28,"RegL","NE","SE","Estado",2145945,"Sergipe"
184585,416420,401793,345186,262095,203533,175270,182255,2012,28,"RegL","NE","SE","Estado",2171137,"Sergipe"
181609,418542,400527,355511,268062,199650,182565,189196,2013,28,"RegL","NE","SE","Estado",2195662,"Sergipe"
178904,419809,399220,365063,274151,195865,190077,196485,2014,28,"RegL","NE","SE","Estado",2219574,"Sergipe"
176488,420131,398382,373243,280628,192224,197727,204114,2015,28,"RegL","NE","SE","Estado",2242937,"Sergipe"
174361,419437,398012,380214,287380,188768,205520,212087,2016,28,"RegL","NE","SE","Estado",2265779,"Sergipe"
172499,417655,398194,386052,294309,185531,213463,220413,2017,28,"RegL","NE","SE","Estado",2288116,"Sergipe"
170864,414703,399035,390661,301617,182544,221361,229176,2018,28,"RegL","NE","SE","Estado",2309961,"Sergipe"
169413,410522,400550,393965,309599,179828,228926,238520,2019,28,"RegL","NE","SE","Estado",2331323,"Sergipe"
168102,405239,402602,395976,318369,177397,235998,248524,2020,28,"RegL","NE","SE","Estado",2352207,"Sergipe"
166901,397787,406314,396767,327834,175254,242613,259167,2021,28,"RegL","NE","SE","Estado",2372637,"Sergipe"
165782,390597,409273,396376,337991,173379,248749,270454,2022,28,"RegL","NE","SE","Estado",2392601,"Sergipe"
164719,383697,411464,395260,348269,171733,254642,282294,2023,28,"RegL","NE","SE","Estado",2412078,"Sergipe"
163699,377168,412808,394101,357794,170271,260667,294564,2024,28,"RegL","NE","SE","Estado",2431072,"Sergipe"
162708,371072,413220,393391,365983,168952,267069,307169,2025,28,"RegL","NE","SE","Estado",2449564,"Sergipe"
161735,365453,412633,393142,372984,167739,273751,320124,2026,28,"RegL","NE","SE","Estado",2467561,"Sergipe"
160775,360315,410986,393438,378862,166610,280616,333435,2027,28,"RegL","NE","SE","Estado",2485037,"Sergipe"
159827,355653,408186,394388,383533,165535,287856,347002,2028,28,"RegL","NE","SE","Estado",2501980,"Sergipe"
158888,351448,404177,396004,386923,164505,295740,360688,2029,28,"RegL","NE","SE","Estado",2518373,"Sergipe"
157951,347672,399075,398152,389038,163501,304379,374425,2030,28,"RegL","NE","SE","Estado",2534193,"Sergipe"
1433980,3124567,2431002,1824887,1322743,1461758,869551,1051060,2000,29,"RegL","NE","BA","Estado",13519548,"Bahia"
1419689,3084248,2514387,1859823,1366851,1448196,896435,1074593,2001,29,"RegL","NE","BA","Estado",13664222,"Bahia"
1405424,3031077,2603913,1893384,1411510,1435829,925142,1099112,2002,29,"RegL","NE","BA","Estado",13805391,"Bahia"
1390610,2971423,2691680,1927657,1456054,1424501,955734,1124972,2003,29,"RegL","NE","BA","Estado",13942631,"Bahia"
1374912,2914517,2765950,1965661,1499576,1413852,988303,1152799,2004,29,"RegL","NE","BA","Estado",14075570,"Bahia"
1359186,2866418,2819111,2009391,1541537,1402359,1022852,1182983,2005,29,"RegL","NE","BA","Estado",14203837,"Bahia"
1342046,2826190,2853280,2057675,1582072,1390985,1059277,1215604,2006,29,"RegL","NE","BA","Estado",14327129,"Bahia"
1323313,2793959,2869790,2108869,1621367,1379642,1097470,1250856,2007,29,"RegL","NE","BA","Estado",14445266,"Bahia"
1303314,2768246,2869024,2164782,1659304,1367756,1137164,1288558,2008,29,"RegL","NE","BA","Estado",14558148,"Bahia"
1282462,2745568,2852516,2228155,1695706,1354986,1177991,1328426,2009,29,"RegL","NE","BA","Estado",14665810,"Bahia"
1261213,2722604,2821855,2299808,1730731,1342161,1219631,1370309,2010,29,"RegL","NE","BA","Estado",14768312,"Bahia"
1239677,2701170,2778502,2377749,1764504,1327665,1261856,1414282,2011,29,"RegL","NE","BA","Estado",14865405,"Bahia"
1217917,2681157,2723622,2461640,1796923,1311098,1304533,1460287,2012,29,"RegL","NE","BA","Estado",14957177,"Bahia"
1196281,2661715,2663341,2544113,1830091,1292771,1347106,1508719,2013,29,"RegL","NE","BA","Estado",15044137,"Bahia"
1175003,2641975,2606557,2613931,1866926,1273049,1388749,1560181,2014,29,"RegL","NE","BA","Estado",15126371,"Bahia"
1154241,2621047,2559181,2663809,1909361,1252326,1428959,1615010,2015,29,"RegL","NE","BA","Estado",15203934,"Bahia"
1134070,2598291,2520297,2695767,1956191,1231011,1467830,1673109,2016,29,"RegL","NE","BA","Estado",15276566,"Bahia"
1114626,2573368,2489922,2711180,2005800,1209459,1505563,1734529,2017,29,"RegL","NE","BA","Estado",15344447,"Bahia"
1095952,2545967,2466645,2710536,2060003,1188026,1542080,1798864,2018,29,"RegL","NE","BA","Estado",15408073,"Bahia"
1078043,2516055,2447053,2695326,2121449,1166941,1577184,1865476,2019,29,"RegL","NE","BA","Estado",15467527,"Bahia"
1060893,2484775,2427841,2667127,2190921,1146361,1611017,1933920,2020,29,"RegL","NE","BA","Estado",15522855,"Bahia"
1044417,2451160,2410603,2627187,2266681,1126419,1643834,2004241,2021,29,"RegL","NE","BA","Estado",15574542,"Bahia"
1028446,2415353,2395028,2576154,2348437,1107235,1675535,2076397,2022,29,"RegL","NE","BA","Estado",15622585,"Bahia"
1012822,2377914,2380189,2519761,2428895,1088805,1707983,2150152,2023,29,"RegL","NE","BA","Estado",15666521,"Bahia"
997475,2339410,2365227,2466654,2497204,1071129,1743946,2225294,2024,29,"RegL","NE","BA","Estado",15706339,"Bahia"
982413,2300384,2349257,2422581,2546334,1054203,1785250,2301652,2025,29,"RegL","NE","BA","Estado",15742074,"Bahia"
