"0-4 anos","10-19 anos","20-29 anos","30-39 anos","40-49 anos","5-9 anos","50-59 anos","60+ anos","Ano","Código","Região","Região oficial","Sigla","Tipo","Total","UF"
2192510,4783034,4585409,4062975,3605961,2321309,2448025,2559777,2004,"S",,,,"Região",26559000,"Região Sul"
2167612,4766018,4652869,4067368,3688760,2290015,2547097,2652720,2005,"S",,,,"Região",26832459,"Região Sul"
2125030,4753081,4708534,4078342,3761953,2272320,2645988,2753552,2006,"S",,,,"Região",27098800,"Região Sul"
2085592,4743719,4752102,4095434,3825928,2249327,2743642,2862604,2007,"S",,,,"Região",27358348,"Região Sul"
2049107,4733867,4783809,4121425,3879325,2223334,2840851,2979696,2008,"S",,,,"Região",27611414,"Região Sul"
2015537,4716852,4805287,4159670,3920432,2196815,2939250,3104466,2009,"S",,,,"Região",27858309,"Região Sul"
1984802,4687326,4817867,4211605,3948847,2172872,3039452,3236638,2010,"S",,,,"Região",28099409,"Região Sul"
1956819,4667494,4820646,4277631,3965580,2131331,3140532,3376458,2011,"S",,,,"Região",28336491,"Região Sul"
1931387,4637670,4811502,4359005,3970633,2092879,3242113,3524042,2012,"S",,,,"Região",28569231,"Região Sul"
1908186,4598731,4794974,4447536,3969208,2057187,3341177,3678763,2013,"S",,,,"Região",28795762,"Região Sul"
1886864,4551930,4778925,4531313,3969369,2024212,3433558,3839943,2014,"S",,,,"Região",29016114,"Região Sul"
1866968,4498781,4767899,4602454,3976702,1993875,3516454,4007047,2015,"S",,,,"Região",29230180,"Região Sul"
1848274,4441317,4760481,4662286,3990872,1966215,3590365,4179963,2016,"S",,,,"Região",29439773,"Região Sul"
1830549,4381477,4756127,4710417,4011472,1941107,3655707,4358092,2017,"S",,,,"Região",29644948,"Região Sul"
1813396,4321132,4750377,4746612,4040986,1918207,3711096,4541942,2018,"S",,,,"Região",29843748,"Região Sul"
1796612,4262766,4736641,4772414,4082738,1897160,3754945,4732754,2019,"S",,,,"Região",30036030,"Região Sul"
1780126,4209410,4709590,4789112,4138116,1877505,3786900,4930847,2020,"S",,,,"Região",30221606,"Região Sul"
1763776,4140618,4691070,4795043,4206785,1858831,3807417,5135364,2021,"S",,,,"Região",30398904,"Região Sul"
1747405,4076935,4662006,4788183,4289835,1840924,3816337,5346102,2022,"S",,,,"Região",30567727,"Região Sul"
1730997,4018165,4623945,4773839,4379862,1823600,3818996,5559948,2023,"S",,,,"Região",30729352,"Região Sul"
1714490,3963921,4578133,4759772,4465171,1806657,3823125,5772243,2024,"S",,,,"Região",30883512,"Região Sul"
1697865,3913654,4526067,4750505,4537977,1790021,3834055,5979802,2025,"S",,,,"Região",31029946,"Região Sul"
1680996,3866795,4469231,4744016,4599037,1773514,3851159,6182656,2026,"S",,,,"Região",31167404,"Região Sul"
1663866,3823053,4409568,4739810,4647876,1756957,3874020,6380534,2027,"S",,,,"Região",31295684,"Região Sul"
1646590,3782067,4349436,4734174,4684820,1740361,3905387,6572891,2028,"S",,,,"Região",31415726,"Região Sul"
1629196,3743287,4291273,4720581,4711412,1723668,3948496,6759354,2029,"S",,,,"Região",31527267,"Região Sul"
1611648,3706188,4238067,4693760,4728935,1706859,4004704,6939865,2030,"S",,,,"Região",31630026,"Região Sul"
6678112,13971717,13245160,11684780,9339597,6613911,5834051,6606900,2000,"SE",,,,"Região",73974228,"Região Sudeste"
6680253,13901134,13450211,11777424,9616901,6616614,6092086,6790404,2001,"SE",,,,"Região",74925027,"Região Sudeste"
6656099,13803484,13669775,11860204,9884982,6625476,6372335,6979863,2002,"SE",,,,"Região",75852218,"Região Sudeste"
6605685,13693451,13885852,11943111,10138837,6639294,6668363,7180747,2003,"SE",,,,"Região",76755340,"Região Sudeste"
6529547,13591474,14072439,12040255,10371573,6656519,6971037,7401304,2004,"SE",,,,"Região",77634148,"Região Sudeste"
6430113,13510982,14213157,12160308,10579288,6674033,7274024,7646622,2005,"SE",,,,"Região",78488527,"Região Sudeste"
6325439,13454120,14306900,12302645,10762900,6673403,7576329,7916713,2006,"SE",,,,"Região",79318449,"Região Sudeste"
6223471,13425699,14349399,12467590,10922671,6646498,7875853,8212569,2007,"SE",,,,"Região",80123750,"Região Sudeste"
6124383,13419689,14348351,12652115,11062196,6593343,8171107,8533135,2008,"SE",,,,"Região",80904319,"Região Sudeste"
6028553,13423888,14317997,12850728,11187225,6514466,8461245,8876341,2009,"SE",,,,"Região",81660443,"Região Sudeste"
5936368,13428384,14269309,13057944,11302646,6412299,8745018,9240715,2010,"SE",,,,"Região",82392683,"Região Sudeste"
5848477,13419790,14197467,13275562,11408726,6305368,9021110,9627255,2011,"SE",,,,"Região",83103755,"Região Sudeste"
5765461,13392863,14097711,13506821,11504783,6201940,9289163,10036314,2012,"SE",,,,"Região",83795056,"Região Sudeste"
5687313,13346303,13984673,13733566,11600344,6102076,9544212,10467083,2013,"SE",,,,"Região",84465570,"Região Sudeste"
5613826,13279118,13879048,13929987,11709078,6006121,9779518,10918927,2014,"SE",,,,"Região",85115623,"Região Sudeste"
5544603,13190665,13794550,14079882,11839375,5914407,9991192,11390846,2015,"SE",,,,"Região",85745520,"Região Sudeste"
5479245,13080673,13734155,14182497,11990815,5827323,10180133,11882111,2016,"SE",,,,"Região",86356952,"Região Sudeste"
5417131,12948762,13702987,14233604,12163810,5745133,10346452,12391835,2017,"SE",,,,"Região",86949714,"Região Sudeste"
5357505,12794774,13694975,14240498,12355246,5667729,10493313,12917660,2018,"SE",,,,"Região",87521700,"Região Sudeste"
5299755,12619426,13698289,14217321,12559767,5594915,10626061,13456873,2019,"SE",,,,"Região",88072407,"Região Sudeste"
5243452,12425419,13703259,14174947,12772036,5526287,10749225,14006857,2020,"SE",,,,"Região",88601482,"Região Sudeste"
5188152,12230895,13695473,14108353,12993622,5461343,10862925,14566614,2021,"SE",,,,"Região",89107377,"Região Sudeste"
5133509,12044079,13668975,14013191,13227853,5399512,10966665,15135630,2022,"SE",,,,"Região",89589414,"Região Sudeste"
5079409,11865358,13622717,13904694,13457297,5340172,11069722,15708619,2023,"SE",,,,"Região",90047988,"Região Sudeste"
5025783,11694956,13555490,13803317,13656634,5282733,11185107,16278496,2024,"SE",,,,"Região",90482516,"Região Sudeste"
4972577,11532849,13466401,13722711,13809960,5226757,11320837,16840496,2025,"SE",,,,"Região",90892588,"Região Sudeste"
4919825,11378861,13354703,13665331,13916120,5171751,11476323,17394347,2026,"SE",,,,"Região",91277261,"Região Sudeste"
4867736,11232693,13220054,13636241,13970882,5117367,11651924,17939132,2027,"SE",,,,"Região",91636029,"Região Sudeste"
4816513,11093775,13062700,13630024,13981823,5063528,11844848,18475751,2028,"SE",,,,"Região",91968962,"Região Sudeste"
4766126,10961321,12883497,13634961,13962907,5010161,12049971,19006611,2029,"SE",,,,"Região",92275555,"Região Sudeste"
4716332,10834521,12685266,13641358,13924886,4957204,12262168,19533358,2030,"SE",,,,"Região",92555093,"Região Sudeste"
